# *CALIBRATION************
# Voff:  -0.000557, -0.000502, 0.000355
# Oe*Vref/V:  18766.300781, 19118.269531, 18920.400390
# mV/Vref/Oe:  0.053287, 0.052306, 0.052853
# Hrel:  0.000000, 0.000000, 0.000000
# ADC Vref:  4.000000
# ADC Bits:  16
# ADC samples:  10
# ADC Speed:  4
# Linearization
# A0:  0.000000, 0.000000, 0.000000
# A1:  1.000000, 1.000000, 1.000000
# A2:  0.000000, 0.000000, 0.000000
# A3:  0.222500, 0.222500, 0.222500
# A4:  0.000000, 0.000000, 0.000000
# A5:  3.403000, 3.403000, 3.403000
# Orthogonalization
# 1.000000, 0.000000, 0.000000
# 0.000000, 1.000000, 0.000000
# 0.000000, 0.000000, 1.000000
# EEPROM Cal Valid, Valid, Valid
# EEPROM Lin Valid, Valid, Valid
# EEPROM Ortho Not Valid
# Sensor ID:   USB25103-1715507101             
# Software Version:  MDTUSBMAG3D.V9.20220510
# ************************
# 
# SENSOR_NB_SAMPLE: 10 
# SENSOR_GAIN: 1 
# SENSOR_READ_DELAY: 0.7 
# SENSOR_Oe_mT: 0.1 
# working dist: 20 mm
# Rotation step angle: 2.4°
# sensor pos #1: 10 mm
# sensor pos #2: 40 mm
# sensor pos #3: 60 mm
#
# angle[°]; X1_magn [mT]; Y1_magn [mT]; Z1_magn [mT]; X2_magn [mT]; Y2_magn [mT]; Z2_magn [mT]; X3_magn [mT]; Y3_magn [mT]; Z3_magn [mT]
187.2;  -39.774000;   -8.842900;  -15.696000;  -45.125000;   -3.269400;  -16.932000;  -47.055000;   -0.867330;  -15.779000
189.6;  -49.570000;   -0.682490;  -11.412000;  -48.030000;   -3.256000;  -12.702000;  -42.958000;   -9.407900;  -12.194000
192.0;  -45.270000;   -9.839200;   -8.579100;  -50.011000;   -3.216800;   -8.435400;  -51.164000;   -0.530140;   -7.029600
194.4;  -51.969000;   -0.330000;   -2.561900;  -51.176000;   -3.075600;   -4.035600;  -46.820000;  -10.108000;   -4.870800
196.8;  -47.641000;  -10.223000;   -1.043400;  -51.596000;   -2.881100;    0.438050;  -52.061000;   -0.112310;    1.969400
199.2;  -51.480000;    0.092320;    6.344000;  -51.316000;   -2.650000;    4.753200;  -47.802000;  -10.122000;    2.637200
201.6;  -47.263000;   -9.915300;    6.411700;  -50.332000;   -2.399800;    9.136300;  -50.130000;    0.301800;   10.787000
204.0;  -47.987000;    0.527340;   15.044000;  -48.570000;   -2.054800;   13.379000;  -46.078000;   -9.512000;   10.021000
206.4;  -44.137000;   -8.995600;   13.535000;  -46.035000;   -1.689200;   17.430000;  -45.052000;    0.773040;   19.090000
208.8;  -41.192000;    0.993340;   22.898000;  -42.577000;   -1.275500;   21.290000;  -41.364000;   -8.323100;   16.881000
211.2;  -38.021000;   -7.512400;   19.855000;  -38.568000;   -0.840440;   24.643000;  -36.836000;    1.190900;   26.143000
213.6;  -31.764000;    1.396200;   29.076000;  -33.758000;   -0.390860;   27.691000;  -33.894000;   -6.532600;   22.591000
216.0;  -29.339000;   -5.474800;   24.859000;  -28.593000;    0.088213;   30.214000;  -26.379000;    1.575900;   31.472000
218.4;  -20.611000;    1.740900;   33.359000;  -23.033000;    0.545630;   32.219000;  -24.416000;   -4.282500;   26.752000
220.8;  -19.029000;   -3.009900;   28.241000;  -17.055000;    1.030700;   33.763000;  -14.404000;    1.892100;   34.759000
223.2;   -8.185100;    1.992200;   35.561000;  -10.919000;    1.480300;   34.754000;  -13.491000;   -1.707900;   29.251000
225.6;   -7.572900;   -0.335230;   29.805000;   -4.515300;    1.963100;   35.221000;   -1.682800;    2.096000;   35.833000
228.0;    4.731100;    2.164000;   35.552000;    1.864100;    2.385400;   35.112000;   -1.647200;    1.024300;   29.917000
230.4;    4.292000;    2.385000;   29.552000;    8.213900;    2.790900;   34.477000;   11.139000;    2.214000;   34.727000
232.8;   17.534000;    2.227400;   33.329000;   14.667000;    3.162400;   33.295000;   10.316000;    3.691600;   28.718000
235.2;   16.026000;    4.954000;   27.456000;   20.634000;    3.504500;   31.626000;   23.524000;    2.179600;   31.474000
237.6;   29.278000;    2.126600;   29.037000;   26.555000;    3.765100;   29.405000;   21.639000;    6.163900;   25.695000
240.0;   26.844000;    7.270700;   23.577000;   31.903000;    4.013400;   26.765000;   34.509000;    2.091500;   26.194000
242.4;   39.264000;    1.984000;   22.883000;   36.891000;    4.175500;   23.657000;   31.682000;    8.269900;   21.098000
244.8;   36.108000;    9.154100;   18.191000;   41.292000;    4.308400;   20.097000;   43.437000;    1.892500;   19.110000
247.2;   46.749000;    1.739400;   15.146000;   44.947000;    4.347300;   16.305000;   39.813000;    9.905400;   15.086000
249.6;   42.978000;   10.517000;   11.600000;   47.854000;    4.375300;   12.073000;   49.306000;    1.575100;   10.770000
252.0;   50.925000;    1.386500;    6.342200;   49.855000;    4.289800;    7.770500;   45.342000;   10.920000;    7.987400
254.4;   46.882000;   11.197000;    4.246900;   51.074000;    4.114300;    3.333800;   51.765000;    1.213700;    1.838600
256.8;   51.835000;    1.012000;   -2.728900;   51.472000;    3.983200;   -1.162800;   47.732000;   11.290000;    0.434730
259.2;   47.839000;   11.246000;   -3.247400;   51.158000;    3.803200;   -5.470500;   51.220000;    0.823440;   -7.121300
261.6;   49.842000;    0.596790;  -11.613000;   50.149000;    3.521300;   -9.900200;   47.313000;   11.052000;   -7.017100
264.0;   46.078000;   10.749000;  -10.617000;   48.439000;    3.199000;  -14.154000;   47.729000;    0.408970;  -15.868000
266.4;   44.740000;    0.177460;  -19.950000;   45.837000;    2.833500;  -18.219000;   44.258000;   10.102000;  -14.173000
268.8;   41.514000;    9.395400;  -17.551000;   42.414000;    2.399600;  -22.096000;   40.906000;   -0.096996;  -23.822000
271.2;   36.509000;   -0.295650;  -27.106000;   38.344000;    1.960100;  -25.479000;   38.140000;    8.639600;  -20.502000
273.6;   34.019000;    7.633600;  -23.255000;   33.551000;    1.512700;  -28.512000;   31.401000;   -0.478610;  -30.026000
276.0;   25.995000;   -0.642910;  -32.412000;   28.336000;    1.037400;  -31.023000;   29.465000;    6.576500;  -25.532000
278.4;   24.518000;    5.396200;  -27.428000;   22.801000;    0.544890;  -33.043000;   20.216000;   -0.813930;  -34.296000
280.8;   13.993000;   -0.977480;  -35.665000;   16.747000;    0.031455;  -34.588000;   19.115000;    4.074300;  -28.888000
283.2;   13.598000;    2.725200;  -29.894000;   10.682000;   -0.465540;  -35.555000;    7.753900;   -1.100700;  -36.456000
285.6;    1.226000;   -1.200000;  -36.705000;    4.228200;   -0.917740;  -35.981000;    7.684600;    1.419400;  -30.461000
288.0;    1.772500;    0.044898;  -30.516000;   -2.097300;   -1.359800;  -35.872000;   -5.159700;   -1.264600;  -36.388000
290.4;  -11.547000;   -1.310600;  -35.523000;   -8.476100;   -1.762400;  -35.215000;   -4.138200;   -1.310900;  -30.152000
292.8;  -10.133000;   -2.661200;  -29.312000;  -14.844000;   -2.148100;  -34.015000;  -17.937000;   -1.338600;  -34.114000
295.2;  -23.811000;   -1.327000;  -32.231000;  -20.798000;   -2.495400;  -32.321000;  -15.820000;   -3.868400;  -28.067000
297.6;  -21.432000;   -5.093500;  -26.323000;  -26.645000;   -2.775000;  -30.113000;  -29.560000;   -1.310200;  -29.810000
300.0;  -34.778000;   -1.243700;  -26.932000;  -32.019000;   -3.029000;  -27.452000;  -26.627000;   -6.199500;  -24.230000
302.4;  -31.412000;   -7.194700;  -21.726000;  -36.944000;   -3.198900;  -24.376000;  -39.537000;   -1.156700;  -23.660000
304.8;  -43.753000;   -1.045800;  -19.880000;  -41.430000;   -3.273900;  -20.803000;  -35.822000;   -8.077000;  -18.832000
307.2;  -39.525000;   -8.823500;  -15.731000;  -45.006000;   -3.398600;  -17.024000;  -47.050000;   -0.926700;  -15.940000
309.6;  -49.625000;   -0.757920;  -11.578000;  -47.941000;   -3.401600;  -12.820000;  -42.714000;   -9.387700;  -12.258000
312.0;  -44.997000;   -9.855600;   -8.678500;  -49.967000;   -3.337400;   -8.566500;  -51.277000;   -0.576450;   -7.188900
314.4;  -52.126000;   -0.389740;   -2.690100;  -51.177000;   -3.195900;   -4.147600;  -46.598000;  -10.104000;   -4.960600
316.8;  -47.435000;  -10.212000;   -1.151700;  -51.617000;   -3.009900;    0.328300;  -52.247000;   -0.200430;    1.857500
319.2;  -51.658000;    0.009425;    6.242400;  -51.357000;   -2.763800;    4.664800;  -47.615000;  -10.135000;    2.532600
321.6;  -47.102000;   -9.911200;    6.296700;  -50.389000;   -2.519600;    9.049800;  -50.336000;    0.259980;   10.732000
324.0;  -48.214000;    0.480290;   15.031000;  -48.633000;   -2.178700;   13.314000;  -45.913000;   -9.569600;    9.904200
326.4;  -44.019000;   -9.022900;   13.406000;  -46.107000;   -1.823200;   17.358000;  -45.262000;    0.680800;   19.058000
328.8;  -41.389000;    0.908210;   22.884000;  -42.646000;   -1.393500;   21.228000;  -41.333000;   -8.343300;   16.791000
331.2;  -37.998000;   -7.476200;   19.780000;  -38.618000;   -0.951340;   24.591000;  -37.018000;    1.125200;   26.151000
333.6;  -31.918000;    1.339500;   29.113000;  -33.805000;   -0.483090;   27.662000;  -33.907000;   -6.510600;   22.528000
336.0;  -29.371000;   -5.413900;   24.816000;  -28.653000;    0.020253;   30.185000;  -26.479000;    1.517600;   31.509000
338.4;  -20.683000;    1.691200;   33.419000;  -23.076000;    0.503060;   32.209000;  -24.430000;   -4.264900;   26.720000
340.8;  -19.041000;   -2.974400;   28.218000;  -17.071000;    0.994090;   33.793000;  -14.419000;    1.846200;   34.856000
343.2;   -8.173700;    1.967200;   35.654000;  -10.968000;    1.486200;   34.748000;  -13.534000;   -1.706000;   29.245000
345.6;   -7.606700;   -0.332990;   29.831000;   -4.556000;    1.957100;   35.196000;   -1.646500;    2.070200;   35.901000
348.0;    4.793400;    2.150500;   35.618000;    1.816500;    2.383500;   35.098000;   -1.695300;    1.018700;   29.930000
350.4;    4.247300;    2.352200;   29.568000;    8.207300;    2.796100;   34.486000;   11.210000;    2.206900;   34.763000
352.8;   17.627000;    2.245000;   33.367000;   14.626000;    3.182600;   33.292000;   10.254000;    3.675900;   28.718000
355.2;   15.954000;    4.934300;   27.472000;   20.594000;    3.514600;   31.638000;   23.556000;    2.237900;   31.509000
357.6;   29.320000;    2.201700;   29.069000;   26.491000;    3.801000;   29.425000;   21.617000;    6.112300;   25.760000
